no.	id	content
2714	澄江侯	纯属春梦，拍得过家家似的。
2715	树上的猫咪	赵丽颖明明长得不好看 却硬要当美女 赶鸭子上架啊
2716	吕小正	我很给面子的去看了，事实证明我给多了。一切都是假的。只有“烂”是真的。台词极其幼稚，特效相当敷衍，剧情完全没啥逻辑，转场转的看不太明白，而且我也真不觉得人有多帅！~
2717	变态少女	终于不止我一个人觉得霍建华长得很猥琐。
2718	樱桃小姐	看了两集…弃。一定是我上年纪了，玛丽苏不起来…
2719	甘狄拔	特效布景什么的我可以不理，但是台词要不要那么白弱啊！原著党表示，剧情啊，改编得乱七八糟多处逻辑硬伤到不可理喻，编剧应该去吃大便 = =然而平心而论，男女主角出乎意料地演得很好，冲着演技不该吝啬给三颗星。这部剧让我对霍建华路人转粉，往后屏幕上看到他一定会禁不住大叫一声师傅！
2720	忧郁的阿宅	两星给颜，故事本身就是个垃圾，逻辑也是看不懂，看不下去了。
2721	找自己	除了花千骨、东方、杀阡陌，其他角色真的让人很失望。
2722	在风之间	还不错~赵丽颖是小花中演技最好的，不怎么出戏。。。
2723	Julylemon	看到20集还是不错的，想养肥了看偶尔看看发现已经改的小说党不知道在讲啥了……直接最后一集，花千骨死的部分演技真是各种假。。。蹂躏苍生弄点特效会死哦，就一挥手几个长留弟子倒下来了……最后竹染、杀阡陌的戏份也全无，默默就变成小骨失忆了……没话讲，对豆瓣竟然能上6.4分表示诧异！！！
2724	姽婳然伶俜	终于结束了这三观不正的烂剧，要不是因为霍建华我真的要骂死这剧了。一群三观不正的人把一个三观正的仙成功拖下水的玛丽苏故事....以后只看白子画cut
2725	浅渃梨花落	我感觉很好看，我很喜欢
2726	刘伟 	好看级了
2727	程	一星给霍建华，一星给东方
2728	minmincai	看过一部分，不好不坏吧
2729	李云飞	没看过小说，赵丽颖加分，音乐配的好，剧情感人
2730	小奥	到现在还求未删减版。
2731	美色宜人	小说有可想空间，但这剧真的是我看过最看不下去的连续剧。
2732	微风吹过	剧情有点狗血，拒绝玛丽苏。。。
2733	我就是宝宝啊	还是喜欢仙剑里的长卿啊！！帅！！
2734	CassieGnO	"境外剧被禁后第一部火的国产剧，以后还会有千千万万部花千骨站起来，我们的下一代，一代接着一代，越来越闭塞越来越爱吃翔。
国人啊，你是否知道你已走进了房龙笔下的无知山谷，知识的小溪总有一天会干涸。
负分滚粗。"
2735	何必呢，那么认	没意思
2736	玛格丽特	剧情跳跳的
2737	小睫毛长酒窝	师傅太死脑筋了，我就欣赏欣赏就好。才不会像花千骨那么傻
2738	雨夜与你	有点虎头蛇尾的感觉
2739	黑里俏	也是被看了几集  (#?Д?)听说烂尾了
2740	tanyan	剧情好看！！！不是原著党单纯看剧觉得真的好看！！
2741	初见	就是太墨迹了，妖神居然就那么几集。。坑爹啊。。。
2742	小强	不知道这剧为什么那么火，勉强看了两集果断弃剧，太难看了！
2743	松果儿火火	古装造型很美，故事情节与原著也比较还原。特效做得一般，值五毛。
2744	祁一	虐得不真实不自然，纯粹为虐而虐，少一颗星。剧情拖拖拉拉没完没了，再少一颗星。特效让人无法恭维，再少一颗星。结局烂尾，妖神毫无霸气，再少一颗星。小说抄袭，不支持，再少一颗星。本打两颗星给霍建华蒋欣，低调有品的演员！但水军太多了！
2745	晨曦喵	当初看小说时，印象最深刻的便是白子画替花千骨挨的这64颗消魂钉和后来长留海底默默守护的16年。然后我就觉得，这个师傅我见过！后来想起来，小龙女也曾为杨过身中情花毒，苦守绝情谷底16年。原来如此！
2746	阿尔暴风成长	剧情逻辑有问题 人设各种崩 靠颜值撑起一部剧又一力作
2747	buckbeak	网文改编的成功案例可以算
2748	—死神	垃圾片！！
2749	grace	对湖南台的剪辑无语~~导致看的也不那么爽~
2750	鱼阿阳	小说的情节很多都没拍出来，有些情节的过渡感觉特别生硬，很不自然。小骨爱情的苦和悲到后来的无望，表现力度也不够。
2751	Anty	是真的不好看啊，配角的颜值低就算了演技看得我尴尬症都要犯了，世尊这个角色的所作所为刷新了我的三观好几次，这剧到底为什么红啊。。。
2752	若水	作为一个老书迷，俺看过花千骨的小说，感觉很狗血，看到一半左右，觉得逻辑混乱弃了。这部小说要拍成电视剧，存着好奇就看了下。赵丽颖的确适合这个角色，萌萌哒挺讨喜，然并卵，一个主角拯救不了整部剧的神奇剧本、人设还有马桶台的神剪辑。
2753	一米阳光	看了几集，放弃了
2754	水木木	虐哭的节奏。
2755	老实说	完全被颜值伤了
2756	catherinenana	"追了一个暑假的花千骨，说实话我也不知道为什么追。。。。因为无剧可看？？？嗯是的。
这部电视剧霍建华是值得肯定的，因为他一直在演道士，个人认为霍建华的顾清明木有徐长卿来的有感情有血有人。
小骨呃呃呃呃呃呃呃呃呃~~~~~·无话可说
东方，还有杀阡陌还是不错的"
2757	爱灵灵	嘻嘻
2758	落落	本来觉得这部剧是不止五星的，奈何刚刚看到个黑子，太贱了，就想对着干
2759	美不过心房hx	整个暑假都在追这个剧 演技棒棒哒颜值帅 看过古装戏最喜欢的一部了 从中重新去了解到霍建华 完美的人
2760	柒天	是在无法想象如此玛丽苏的脑残剧还能有6分啊。原本以为笑傲江湖就是华哥的烂剧底线了，此剧真是刷新纪录。全剧只有五上仙和服装能看的下去。
2761	桢瑶	货不对板，正片的特效和片花差太多了。另外原著就是没什么内涵的玛丽苏，所以剧情也只能说普通，但是抓住了大众不爱思考的心。
2762	抓紧你的情绪	大家都说好看，但是个人不喜
2763	伊甸	原本看片花很期待，结果第一集滚粗，编剧的智商呢智商呢？被怪兽吃掉了吗？
2764	我本凉薄9	白衣描似画，横霜染风华
2765	紫月昭	做为仙侠剧来说，已经很完美了，，之所以不给5星，都是剪辑惹的祸！·
2766	我不再拓荒	欣赏画面就够了
2767	好好学习，	没有太多感觉，
2768	阿狸只要桃子	只看了前面一两集，又看了最后几集，好多精彩的地方被剪辑得乱七八糟，反正大结局最精彩的东西都没了好多，这剧看点开头看几集后面的完全就可以了，没什么逻辑，完全快进看就行了。
2769	小a的喂喂	剧情真的是...感叹这剧为什么能火的反复强迫自己看下去，然而还是没撑下去
2770	月熙	戏剧化！太假了
2771	九只仙鹤	莫名其妙的就看上了 其实没有看完整啦 就是爱他俩的镜头 但禁欲系尊上真的蛮禁欲的 气愤想看的镜头都被剪了??????对赵丽颖印象完全变了 蛮喜欢她啦 我霍一直爱????五分为他的颜打的????
2772	颜珺	對就是對，錯就是錯。對也是錯，錯也是對。
2773	帅比欧巴i	他霍建华才能演出白子画的感觉，只有霍建华才演出那种感觉来，我说的是真的
2774	selina乖乖	特别喜欢这类型的剧!
2775	Sometime	"四大上仙死得也太容易了…
无垢的生死劫那条线拍得太敷衍…"
2776	木木之	一直对古装情有独钟，可惜现在的电视剧都觉得怪怪的
2777	活泼的小汉子	一般般吧
2778	窒息的小人鱼	充华哥的颜值演技给三颗星！剧情不太喜欢，太玛丽苏，白子画人设最后崩了。就这样
2779	sharon在豆瓣	剧情很吸引人，改编很成功，宣传很到位，拍摄画面很丰满，选角很贴切，霍建华赵丽颖很成功，上至耄耋老人下至三岁幼童都很喜欢，真真是国民大剧
2780	甜如泡菜净如猪	面瘫面瘫面瘫……两颗星给小骨不能再多
2781	逗比	完全不能理解，这是个破剧，为什么还有那么多人看，我靠！！！这剧完全的狗血呀，对那些追这个剧的人无语O__O"…了
2782	我是毛毛	出差的时候在宾馆里，习惯性打开湖南卫视看了两集，还能再狗血点吗？
2783	爱的水晶果冻	霍建华演的不错，可惜就是被删减的太多~~~
2784	钟小之☆?（ゝ。	"你怎么能那么残忍，让我亲手杀了你之后留我一个人，你想要什么，你说就是了，我都给你，爱给你，人给你。长留覆灭于我何干，这些人死了于我何干，我带你走，去哪里都可以，你想怎样都行，只是，不要离开我........ 
千骨变身妖神之后一切都顺眼了 师傅最后那句话略感人"
2785	嘟嘟妹	完全是为了赵丽颖和霍建华的脸去的～
2786	念雨	特效太差，看过原著，跟我想的不一样
2787	贝贝	喜欢
2788	Ｄ＆Ｙ	我是小说粉  别的不多说
2789	lyjlyj	剧情如果完整版给五星（个人感觉小说还原度高特别上长留后，不过前期这样改也很好），删减版给三星；演员演技五星；水墨仙气画风五星；制作精细（头饰，服饰每位演员都多套，两主演更不用说了，这里说明剧组有诚意做好这剧）五星；特效两分；综合四分。另外一分给那么多一分的补救下，所以实打分是五分
2790	Lilywang	大失所望
2791	奈良的28.5℃	还不错，快结局那段真给我看哭了！
2792	青纱～缥缈	虐恋
2793	ztyswy	两个主角的演技实在是好，剧情其实还可以的，可惜就这么被头重脚轻的大纲毁了。。篇幅那么重的虐戏就这么被缩到短短四集，剪辑如此粗糙——那些一看就剪反了的剧情不说，最后那几大段的缺失实在影响观影体验。。好失望。。期待他们以后的新戏吧！
2794	vermoth	居然还有人黑主演的颜和演技，我呵呵。果然不会有原著那种空灵的味道，还是自己脑补吧。剧情人设改成这样就丢个三星吧。
2795	。	看了前面六级和后面六级中间 结果还是连上了
2796	una钱	湖南台剪辑的根本看不下去了，演员演技还是不错的
2797	伏_曦	还不错。
2798	若丶惜	剧荒的年代看看还是可以的
2799	dramaqueen	删减太多
2800	如果云知道	没有小说那么大气，但还是不错的，尤其是前期的小骨
2801	夏玄	被迫和家里三四年级的小学生一起看，特效比最开始放的古剑奇谭好，霍建华也比较喜欢，其他剧情、设定我就不吐槽了，花千骨小说抄袭，直接负分，一切对于抄袭作品的再加工都是对抄袭的变相纵容。
2802	西林阿莫	特效剪辑好垃圾啊！白子画飞起来，肚子好胖，腿好短啊！一毛钱给你！
2803	绵绵	没看过原著，从电视剧来看还是不错的。
2804	休说锦瑟	最可怜的是那些男配好吗。。超级备胎啊有木有??感觉只要是男的都喜欢她，不是为了霍建华，一周两集跟本没法追啊。。
2805	未知的先知	除了霍，这剧情看不下去
2806	幻之影	本来没想给5星，看了一个吐槽的长评，觉得得中和一下。这是一个矫情的言情少女片。对于喜欢看种马的，需要逻辑支持的，需要讲道理的，可以绕路了，用这种思路看此片，会被折磨成更年期的。这就是男人和女人的区别，言情不需要讲道理，这就是恋爱中的女人。就像谢耳朵和佩妮永远讲不通。
2807	林飒	不想说什么了！！！本来看在赵丽颖的份上不想打低分的，可是，作为一个原著党，感觉受到了森森的伤害，都他妈怎么选的角啊！！！尤其是男主，真的好渣！！人长得也不怎么样，演技一直这样，感觉也没什么进步啊。。。女主前期不错，后期有点崩了，不够狠，果然丽颖的演技还需要磨练啊！
2808	瞪瞪	白子画才是花千骨的生死劫
2809	汤汤	"彻底沦为霍建华脑残粉 大爱老干部～
剪辑师我要跟你拼了 后边儿仓促收尾是为神马啊 前戏拖沓那么久然后裤子都脱了就给我看这 说好的吻戏呢 还有后几集明显特效不认真！是没钱了么 我期待的妖神让天地变色山河尽毁的画面呢？以后可以学美剧呀 边拍边筹钱然后接着拍
不多说了我去yy尊上了"
2810	啊囡	说实话，看过小说，写的马马虎虎，电视拍出来效果也不怎么好，特效啊，人物啊！有一点我一直想吐槽。说好的长留三千第子呢？哪呢？制作模糊，结局有点虎头蛇尾，开头开了那么长，结局那么精彩却一笔带过。有点辜负演员的演技了。这5星我是投华哥的。我太爱白子画，神还原
2811	唐钰	??????凑个热闹。2星
2812	Elune_t	前面拖拖拉拉后面嗖嗖的就没了，碰上芒果脑子有水一样的剪辑，其实选角没那么合心意，看着看着就非他俩不可了，我华哥美如画，赵丽颖路转粉，芒果一生黑
2813	我爱看电视	虽然很玛丽苏，演员演的可以，画面精美，很古风，师傅与小骨的感情线是亮点也是唯一能让我看下去的，但结局被电台剪切，后面剧情太快！但不妨一看！
2814	当时山月仍明	这也叫良心，你在逗我？特效和布景能再low点么，台词和剧情能再低幼点么
2815	兔叽	无力吐槽，我还是看完了
2816	小画家桃子	由于湖南台拖太久  最后完全没激情  重点剧情压缩在几集之内就算了，一个星期播两集，两集加起来还有一集是重复的，这个剪辑也是醉醉哒。再多的爱也经不起拖沓   ，虽然最后一幕我还是哭了。
2817	水漾薄荷	难道是我年纪大，看了四次都看不下去，男主一脸无表情，话说的微表情我倒是没见着，估计是没看小说的缘故，小骨姑娘倒是演得生动伶俐，很聪颖。对小骨路转粉，花阡陌不要太帅，难得一个小童星没长残的，演技也很不错，难怪在此剧红，到哪听到阡陌姐姐。结局特别看了，有点无厘头，果然是神剧，
2818	sunshine	霍建华没仙气  一星给杀姐姐
2819	Y爱峰	剧情拖得太长，远没有小说好，结局不喜欢
2820	宿酒ay	玛丽苏
2821	qweasdzxc	看得开心,虚心,也温馨
2822	katerina	虽然有我华哥，可是那剪辑不忍吐槽啊，又是玛丽苏...
2823	又一岁容枯	抱歉……除了霍建华的颜值 我找不到任何吸引人的地方 看了一集女主跳舞那里  尴尬得直接关了电视  再也没看过 个人观点 不喜勿喷
2824	人生如梦	第一美男上仙长成这样的？一脸病态，肚子发福，眼神呆，表情僵，花千骨前期还过的去，后期那造型完全是借来一样，场景特效就更无语了，群众演员太搞笑了，站着打手都不动，剧组不管饭饿的无力吧，剪辑更可笑，一集四十分钟二十分钟在重播，没货就别打肿脸充胖子了
2825	向阳	之前看过小说，所以对剧情没有太多的期待，前半部分演的不错，不然霍建华赵丽颖也不会因为这部剧吸粉无数，火了整个夏天，也正是因为之前看过小说所以对大结局真的很失望，删减太严重了，连醋吻都舍不得给，这点必须差评
2826	Panda不要圆滚滚	有点扯，不想做事的时候可以搬出来看看。
2827	fantomhive	据说很多女人喜欢看是因为这满足了女屌丝们的心理，女主纯洁美丽，是个男的都喜欢自己，无数的奇遇，随时可以升级放大招……我想说为什么仙侠剧要用爱情作主题？爱情也要有理由的好吧，爱一个人是因为他喂你吃的蛋还是她找的胡萝卜？真是呵呵的不能理解。哦对了作者抄袭的事就不用再提了，大家都知道
2828	麻辣烫	小骨演的还不错，演技比之前提高了很多
2829	rachel	赵丽颖长相甜美，扮相也挺美的
2830	痞子臧	剧情一般 小骨和尊上的神仙爱情
2831	不可思议	男主永远一副僵尸脸，女主永远傻白甜。男主要气场没气场，女主要气质没气质。小美好小感动一概感受不到！
2832	水漾橙	不喜欢啊不喜欢。本来挺有好感的杀姐姐戏份那么少，害得我每次看杀姐姐都要一直快进快进。不喜欢那个白子画，我要是小骨我一定会选我杀姐姐啊，必然的，。我要是我自己，我会远东方或那个小皇帝。反正不会是男主，真不知道喜欢男主的人心里怎么想的。唉，各有所爱吧！反正我是看不上。
2833	无心路上的风景	特效我只给十块钱
2834	侧耳倾听	这特效这剧情 都让我醉了 我还是比较喜欢原著 毕竟初中时看的小说了 现在觉得好玛丽苏啊！！！这书都拍毁了 ????????
2835	闲里找乐	内容空洞，看完后都没有什么印象深刻的画面，服装造型什么的我都可以接受的，就是剧拖拉的太长了
2836	烨然月色	本来想打一颗星的，为了还不错的颜值加了一星。原著党哭瞎的电视剧。第一集看了二十分钟，后来断断续续看了一点，连家里的保姆阿姨都嫌弃的剧不知道为什么那么多人追捧。
2837	随遇&而安	身为原著党的我，真的看不惯
2838	最爱抹茶	跟原著的出入有点大呀～
2839	Lotus公子	赵丽颖的表现可圈可点，小骨很可爱，奈何楠竹略渣实在喜欢不起来
2840	如沐	五毛特效，剧情也差，看了太令人失望了
2841	就这样一起走	我只想说还我原著！！！
2842	生如夏花	画面演技还好，剧情有些乱
2843	小听	作为原著党的我，剧情是崩溃的，抛却原著党不说，选角上多数男配是令人眼瞎的，场面上我建议大家还是去看coosplay版吧。
2844	Aquamarine	景美人美画面美，看着满是享受。可这剧情实在让人不能接受，虽然最后两人在一起了，可是经历了那么多生生死死、真真假假，记忆已逝，感情不再，一切已非当初模样。花莲村、绝情殿，留下美好回忆，桃花羹、宫之铃，蕴含满满情意。人在你身边却忍受着最遥远的距离，到底要付出怎样的代价才能和你在一起？
2845	路痴的猫	典型的时下最流行的玛丽苏言情剧，不要觉得有法力就可以挂上仙侠的称号。
2846	杨惠宇	三星给颖宝
2847	鸈琞ξ閖燹￡	人人都爱玛丽苏，特效都是五毛党
2848	梧桐细雨	赵丽颖挺适合这个角色的，不过看了小说在看这个实在很没劲
2849	fribble	垃圾啊
2850	三叶草	傻白甜，颜还不错，帅哥美女戏
2851	青春and帆布鞋	实在欣赏不了白子画的颜，一分给小骨和杀姐姐
2852	竟然有人也叫这	原著文笔太烂，看不下去，电视剧玛丽苏，特效感人，霍建华太丑，没仙气，赵丽颖从陆贞，追鱼，鸳鸯，杉杉永远傻白甜，年纪不小了该转型了，演技被粉丝吹上天了，等拿奖在吹吧
2853	七秒記憶的魚	沖著趙麗穎打一分，霍建華一副僵尸臉，又一部雷劇，奇怪怎麼打這麼高的分
2854	天意怜幽草	赵丽颖的花千骨活泼可爱，霍建华的上仙真是看不出一点仙气，面瘫不说，一身有气无力，病怏快的，剧集剪的乱七八糟，每集只有20分钟的内容挑战观众的耐性，场景特效及武打配角简直了，杀阡陌让一个男人来演，马可算可以了，最起码看着不会像变态，东方也可以
2855	说谎要吞钢钉	情节太拖沓 但人物性格方面较小说刻画多
2856	九一	主角颜值+尚可的配音撑着我边玩pad边把这部玛丽苏大剧追完了，真佩服自己。不过最后几集的剪辑是什么鬼，不看网上原著党的解说完全莫名其妙。最后还是想说一句，里面所有人都是深井冰，典型no zuo no die，剧本为虐而虐实在经不起推敲。所以3*都是给演员的，就酱。
2857	静水流年	赵丽颖妖神演的太渣
2858	涮羊肉	我妈很喜欢！哈哈哈
2859	一蓑烟雨任平生	赵丽颖演的很好 三星都是给她的
2860	猫在你脚边	额……呵呵
2861	白菜	我居然看完了TT 看国产电视剧的quote已经超额到2020年了要TT 做人怎么可以这么堕落TT
2862	云轻云淡	实在是无力吐槽，故事情节混乱，和书不能比，演技也都不怎么滴。特效更差，所以这个剧为啥会有那么多人看还真不知道
2863	大白的白	实在是看不进去不知道它为什么会这么火
2864	niko	拖沓弱智剧
2865	简.凝	追了那么久的仙侠剧，后面的剧情太草率了，不知道是不是剪辑的问题...
2866	Alma	表白东方，小骨没变妖神之前演技还是可以的，之后霸气不足。
2867	惠恒	这不是很适合我看。
2868	望断南山	霍建华还不错
2869	lily	沒有書好看  好多橋段都沒有
2870	永是永恒的恒	实在看不下去，又一部小说被毁了！竟然还抄袭！不过，话说杀姐姐嘛，开始很雷人，渐渐地，觉得还蛮可爱的。冲杀姐姐，给你三颗星！
2871	豆豆	我的学生说为什么死的是杀姐姐而不是某人深有同感
2872	被风吹过的夏天	结尾是什么鬼？牛头不对马嘴，感觉剧情都连不上，我的杀姐姐在小说里面并没有死好不好？？？？？白子画面无表情像面瘫！！还我原著！！！
2873	义无反顾	老是僵尸脸，不想看
2874	青砖小瓦	雷剧，神剧。。
2875	莫つ小愛	太虐心，结局太狗血！但是就是喜欢看！我也挺虐的！
2876	亚摩利	看了2集就弃了！
2877	踏落英	欣赏不来白子画的好，却很喜欢东方，一个有血有肉，会爱会恨的人。这个人真的很让人心疼，一生被仇恨和爱折磨着，最终为爱而死。好想自己是能一直陪着他的人，作绿翘，东华，或者其他什么，都好。
2878	雨后的萱草	不得不说书迷的我看后，感觉还能接受。赵演的还挺符合我心中的花千骨，只白师傅演的有点太高冷，表情不够丰富，眼神中看不出内心感受的演绎啊。
2879	Dan.	前期拖沓，后期太赶。
2880	花开半夏	看书的时候感觉还不错 电视剧实在看不下去
2881	节奏控怪咖	对于小说改编的电视剧，看来不能抱太大的希望。改编删减无法忍受，还有男女主也是让本宫失望透顶，每周守剧，真是无语。。
2882	2guguoer	因为湖南台的剪辑本来真的应该打负分的，但是看在尊上这么禁欲小骨这么萌妖神骨还不错的份上打了三颗星
2883	雨大大	刚看了没几分钟哥斯拉就乱入了？什么鬼？白子画双手拍打哥斯拉能再娇萌点吗？不敢再看了，心疼哥斯拉。
2884	笑笑不说话	这三颗星还是给了赵丽颖这个不是科班出身的人，只有她不让我跳戏，演技不瘟不火，其他的忍基本可以忽略演技，因为根本没有！霍建华的演技本就没有，以前还能颜来凑，现在连颜都没有了！
2885	胖球	1赵丽颖除了诡异的额头和苦逼感，演技和努力都让人震惊2服装想要仙逸可惜亚洲演员无形无格，看起来十分童装。风流脸霍建华身材也是…3原作者充满想象力，故事构造庸俗不堪。只看了头尾，被超能力主角的作恶心到不行4可感觉并不难看，担忧自己的品味：放弃一切有你就够是无能地把责任强压给对方。
2886	再给老子板	第一集，房子烧毁的全景特效能再渣点嘛？赵丽颖上山被特效弹开摔到地上时，镜头特写竟然是塑料花！剧组就那么穷？找块草地拍戏都那么难吗？看国产剧就是那么雷人！我竟然跟风！我也是个傻逼来的
2887	fuyun	颜值好就是任性
2888	Teal-Blue	如果真的有白子画这样的男人也不错
2889	黄梓	剧情太拖沓，演员跟人物匹配度较差。
2890	琥珀	真是......没有一刻不尴尬
2891	Mandy	终于完了，记得去年看预告片时，真的很高兴是，以为国产电视剧终于不是五毛特效了，但是正片是什么鬼呀，这效果当初还敢吹破天，打一分还是给演员的，小骨演的真不错，最大的惊喜是马克的杀姐姐，而霍建华的白子画就差了一些！
2892	青铜葵花	一颗星给长留山水。
2893	伍茵-	槽点太多幽若太丑孟玄朗个负心汉结局又烂又仓促 难道 你不想要我吗。这句台词全片最佳。
2894	阳小样儿	烂尾啊！整部剧拖拖拉拉历时两个多月，看剧的热情也被磨的丝毫不剩，除了湖南台一如既往的创新型毁剧方式，剧情的剪辑也显得凌乱不堪，要不是主角们的高颜值和高演技，以及画质优良，估计早就被大家弃剧了
2895	殷★ ♀孽	"缺点：零碎剧情 无比拖沓的节奏 各种BUG  一堆颜值极低的各种配角 武打效果烂
无奈：口型。。广 电  画面衔接有问题。。。马桶 
优点：画面终于不是于妈的五颜六色了 衣服造型也清淡 实景好评"
2896	秋风叶	给演员点个赞。湖南台去你的
2897	古月歌媳妇	胡椒！！！！顶华哥！
2898	Qiao…	无力吐槽的玛丽苏…
2899	anastasiang	这部电视剧??是Fresh果果的小说改编的，个人比较喜欢小说版，但是电视剧??的也不错??
2900	wzfxos	大热不是没缘由的。
2901	十年树木	最好看的电视剧，无尿点
2902	ioerr	还行还行
2903	孤寂洋葱头	芒果自制大剧，真心比我大撸台的制作精良很多??居然一直盯下来了。。。圣母玛丽苏的后宫传奇??
2904	沐沐	小骨变妖神非得等到最后一星期
2905	汉武大帝	垃圾
2906	诗音清莞兮	仙侠剧里算不错的了。忽略掉中国所有仙侠剧的通病之外，演员选的极好。
2907	Kakarotto	垃圾
2908	李小葱	"播之前多么期待，播之后多么失望。
后面越来越拖剧情，关键的都不放，哎，失望！"
2909	。。。	言情就言情！憋尼玛侮辱仙侠！什么狗币玩意儿！
2910	正常就好	虐心
2911	糖果的纸盒子	没什么好说的，身边谁看断交
2912	虎虎	挺好的呢
2913	饿么呃呃	土掉渣的台词，特效我也是看醉了
2914	山穷水复路漫漫	冲演员们的表演，冲白子画的颜和细腻表演，5分，一分扣在编剧改编后的Bug 太多，还有剧情拖沓。
2915	太极服专卖	不知道为什么会这么红？整个剧情有一种曾经相识的感觉，是不是每个修仙剧的情节都是一样的，是不是修仙剧看多了
2916	。	剧情烂，特效特烂，这种特效干嘛不去拍动画片，简而言之就是烂，喜欢浪费时间自虐人可以看看
2917	李好	不错
2918	芽绒抛好述	只是喜欢杀姐姐 而已
2919	认竟投饿粮	就是喜欢杀阡陌
2920	飞雪	花千骨
2921	严婧文	有同感的可加V信18507666880
2922	梗棉。	总体还是可以的，特别是在画面感。虽然的确有盗美国特效，但在国产片中的质量还算不错的了。想吐槽电视剧的情节过分女主光环，玛丽苏过分严重。
2923	1212334345	这剧为什么大家都说好看呢？女主太不行了，华哥还是有点看头的，但是被呆萌？（傻愣！）女主给拖累了
2924	木有哪有	一星给赵丽颖的好演技，一星给美美的服装，一星给好听的配音。霍叔在这部剧里造型不忍直视。
2925	曙光086	剧里演员颜值和演技都挺棒的。不过整个剧情有点头重脚轻，而且逻辑有点混乱，尤其是白子画中毒那一段。此外好多片段太粗糙，不是我眼太刁，是实在太多、太明显啦
2926	superer-NN	演员挑选的很到位 很好 对赵丽颖黑转路人
2927	包子有没有春天	演的很好啊！
2928	不好好学习就打	一星给唯一三观正的摩严。一堆人情情爱爱不烦啊，大家好好吃饭好好炼狱天下太平不行吗？
2929	姑苏城外	来年暑假 仙侠剧 不约
2930	青漾	把小说改的什么都不是，你说你拍的好看也行啊！5分钱特效，包子也用特效，醉了，就第一集看了点直接弃，实在看不下去霍建华那张脸，造型丑哭了，看小说的时候还挺喜欢白子画和花千骨的，电视剧出来后直接喜欢杀阡陌和花千骨，绝配！白子画就是个渣！看了这个对马可转路人粉了！
2931	御天清风	国产电视剧的一大垃圾
2932	yingying..颖	就是虐恋情深吧，前面太拖沓，后面这么几集要演这么多剧情，得多赶啊。。。
2933	肉团团	三流言情片 收获的都是阿姨粉也是醉了
2934	念	造型不错！其它一般！2星给女主赵丽颖，在小花中算有演技的，这片靠她撑起来了！霍建华表现一般，每次演都面瘫！
2935	夏了夏天	特效有点小失望，剧情看到现在被小骨和师父之间的感情虐到了
2936	致君	嘛，看花千骨完全是一种习惯，没有太多喜欢与否。
2937	诺宣	一坨屎！！
2938	Labrador	说特效抄袭真是太过分了，这明明是复制粘贴
2939	GAORANGE	高考前几天就看了超长预告 从播出至今都一直再追没有弃过一集 喜欢霍建华 ╭(╯ε╰)╮
2940	Jayeon	尊上的颜??????
2941	向日葵	"看了豆瓣的评分不高，但是也阻止不了电视收视的新高。
最后妖神段短了些，被剪得七零八落，但是也算画上个句号。"
2942	叫我湘湘	花开花落，只等子画
2943	苏赢	长篇大道的一本正经的叙述幼稚感人肺腑泪腺口水片，污染羞辱普罗大众智力低下，看来看去，只有脸！还有大堆此类片在排队等着呢！
2944	我是丹丹姚	我靠，这分居然那么低，从收视来看不靠谱，有人恶作剧吧
2945	撒哈拉上的鱼	完全为了霍建华，他演技超好，原来的仙侠剧比这个优秀多了
2946	哼哼	湖南台的剧，都超级无敌啰嗦。
2947	好奇的猫8617	反正看到后面，前面的剧情完全不记得了，40多级的电视剧，让人一点印象也没有
2948	达摩流浪者	好吧，作者应该是个女性吧，里面的主角必须都爱她。网络小说啥时候可以境界高一点。
2949	Tessa	无意中看到美女，无法自拔，对师徒情感好奇，然后就浪费时间全当养眼了~仅消遣~
2950	Special1234	剪辑播放简直让人忍无可忍
2951	tr	演员演得挺好，制作也不错。那些只看了一两集就来黑霍建华的真恼火。作为一个演员，霍建华用自己的努力换来更多人的认可。水军太可耻。
2952	Complexity	赵丽颖又被垃圾剧本给毁了
2953	诺_nuo	说着不看不看。。。。。我还是看了。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。
2954	yiyi	很虐，还不错
2955	一个人	能给0分吗？已经无力吐槽编剧。这么弱智的电视剧
2956	家圈的野猪	这特效这配乐真是醉人。谪仙的白子画为什么霍建华演的这么丑，还我当年白豆腐！一定是因为拍摄角度不对才这样，可是真的一点都没有白子画的感觉！赵丽颖真的是除了这种角色就突破不了自己吗。
2957	理财理发李先生	呸
2958	傻傻傻	还没看完，剧情稍有拖沓，不是很好看，不过我喜欢师徒恋这个题材
2959	水手森巴46	没有仙剑3好看
2960	李哲染	剧情特效都很一般，冲着赵丽颖那自然的演技打5星
2961	糊涂到今	五星都是给霍建华演绎的白子画上仙的，美好得让人感动。芒果台剪辑的丧心病狂，把这么多人心血汗水的创作，剪得乱七八糟，四十多集变五十多集，真是为了钱没有良知了。
2962	葉儿	我是看过小说的，开始知道翻拍不能接受，可是电视剧花千骨改编了，把原本小说一些多余的人物删除和加入番外，使电视剧更完整不累赘。重要的是大家演技很好，杀阡陌，师傅，紫熏，无垢他们的演技很入心，画面感又美，电视剧的后面虐心部分是最好看的，看到心塞，为花千骨伤感。我期待后面的剧情
2963	神的n滴	打发时间看看！~
2964	马景璇	花千骨
2965	舒克是个好学生	呵呵
2966	南风入牖	还是不错的，大爱东方！
